Nom Groupe,Vendeur,Domaine,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Entreprise_023,WENGERT CEDRIC,12 VOICE,182617,188592,195342,3895,48400,150920,98182
Entreprise_023,WENGERT CEDRIC,12 VOICE,147784,38100,28817,168081,13295,65795,150390
Entreprise_023,WENGERT CEDRIC,12 VOICE,10956,118173,41041,107135,72295,151365,123320
Entreprise_023,WENGERT CEDRIC,12 VOICE,75140,156122,96816,186579,179480,192855,71348
Entreprise_023,WENGERT CEDRIC,12 VOICE,146854,22931,31442,24492,105200,16264,33632
Entreprise_023,WENGERT CEDRIC,12 VOICE,26257,117086,43063,66635,146263,51370,75155
Entreprise_023,WENGERT CEDRIC,12 VOICE,140885,46645,151663,187585,57394,116413,197637
Entreprise_023,WENGERT CEDRIC,71 HOME,13299,33549,151881,101501,75748,171638,93841
Entreprise_023,WENGERT CEDRIC,81 AUTRES,37678,198352,151041,168564,29805,111856,21206
Entreprise_023,WENGERT CEDRIC,12 VOICE,131024,18629,82331,108458,36621,-410,123784
Entreprise_023,WENGERT CEDRIC,12 VOICE,169614,37702,-6,24529,98765,67861,179330
Entreprise_023,WENGERT CEDRIC,12 VOICE,124638,57290,75778,132059,173093,74284,46728
Entreprise_023,WENGERT CEDRIC,12 VOICE,130096,8964,26809,113867,110602,199646,18050
Entreprise_023,WENGERT CEDRIC,12 VOICE,86195,62141,23952,177866,81040,165500,57875
Entreprise_023,WENGERT CEDRIC,12 VOICE,116351,14148,126723,120836,134274,171335,12929
Entreprise_023,WENGERT CEDRIC,12 VOICE,109573,162748,11853,149812,162814,19061,147042
Entreprise_023,WENGERT CEDRIC,12 VOICE,132249,16780,57791,167694,168882,129097,145377
Entreprise_023,WENGERT CEDRIC,12 VOICE,25224,48157,176383,147371,65570,41342,12760
Entreprise_023,WENGERT CEDRIC,12 VOICE,129172,17386,108028,37802,30528,50399,85789
Entreprise_023,WENGERT CEDRIC,12 VOICE,174027,37310,170932,55594,85238,2286,146280
Entreprise_023,WENGERT CEDRIC,12 VOICE,116510,178959,159076,195353,143344,117086,122925
Entreprise_023,WENGERT CEDRIC,12 VOICE,83995,83388,102407,147846,85725,121470,1891
Entreprise_023,WENGERT CEDRIC,12 VOICE,102419,19641,5003,38957,196302,101215,95413
Entreprise_023,WENGERT CEDRIC,12 VOICE,150314,65632,110898,160629,47517,82792,63932
Entreprise_023,WENGERT CEDRIC,12 VOICE,190591,42200,37275,73783,176951,2991,146509
Entreprise_023,WENGERT CEDRIC,12 VOICE,163728,92781,43486,47403,71372,542,10685
Entreprise_023,WENGERT CEDRIC,12 VOICE,139941,62474,50063,31191,7608,17399,130967
Entreprise_023,WENGERT CEDRIC,12 VOICE,47891,113517,149197,69966,73604,38432,6957
Entreprise_023,WENGERT CEDRIC,12 VOICE,64296,90343,23003,80215,68810,183660,189315
Entreprise_023,WENGERT CEDRIC,12 VOICE,99058,118503,137999,20261,188811,59374,173433
Entreprise_023,WENGERT CEDRIC,12 VOICE,40086,121049,35663,121004,175171,195750,25952
Entreprise_023,WENGERT CEDRIC,12 VOICE,108700,172818,156804,83101,-931,96863,27023
Entreprise_023,WENGERT CEDRIC,12 VOICE,122085,66395,14447,159696,7341,60987,42433
Entreprise_023,WENGERT CEDRIC,12 VOICE,26315,74921,121916,82053,172941,3590,101806
Entreprise_023,WENGERT CEDRIC,12 VOICE,72587,90044,72998,29067,49785,199688,1178
Entreprise_023,WENGERT CEDRIC,12 VOICE,139313,81133,151278,145963,145248,28085,141359
Entreprise_023,WENGERT CEDRIC,12 VOICE,71975,62659,55627,108996,33313,-58,8149
Entreprise_023,WENGERT CEDRIC,12 VOICE,198142,88745,154310,49176,45560,148057,36287
Entreprise_023,WENGERT CEDRIC,12 VOICE,142908,184172,167976,125153,171605,23099,47962
Entreprise_023,WENGERT CEDRIC,12 VOICE,62020,79840,131922,21719,5973,89306,54611
Entreprise_023,WENGERT CEDRIC,12 VOICE,108814,11360,10179,42520,183904,117512,150374
Entreprise_023,WENGERT CEDRIC,12 VOICE,148636,4916,35871,59909,54158,159812,144125
Entreprise_023,WENGERT CEDRIC,12 VOICE,102862,29511,165108,169771,155756,110807,68802
Entreprise_023,WENGERT CEDRIC,12 VOICE,75809,104721,42328,46974,163222,54560,10770
Entreprise_023,WENGERT CEDRIC,12 VOICE,169907,14473,24198,55747,31364,172019,90469
Entreprise_023,WENGERT CEDRIC,12 VOICE,96153,37646,31195,110547,11342,169873,134014
Entreprise_023,WENGERT CEDRIC,12 VOICE,189339,35499,157732,72722,5817,178660,79117
Entreprise_023,WENGERT CEDRIC,12 VOICE,188582,106810,45458,70738,79410,57253,95436
Entreprise_023,WENGERT CEDRIC,12 VOICE,72683,183770,103298,192864,65981,156655,88884
Entreprise_023,WENGERT CEDRIC,12 VOICE,10899,46681,107243,47322,136765,108646,10420
Entreprise_023,WENGERT CEDRIC,12 VOICE,128912,144426,97257,12678,64743,186385,194300
Entreprise_023,WENGERT CEDRIC,12 VOICE,16851,4884,134319,109670,43345,147053,166430
Entreprise_023,WENGERT CEDRIC,12 VOICE,27968,92268,73019,18838,908,11292,11397
Entreprise_023,WENGERT CEDRIC,13 TEL & COLLABORATION,180205,44566,115160,29914,167277,118187,19064
Entreprise_023,WENGERT CEDRIC,13 TEL & COLLABORATION,135595,39588,68738,83507,99334,151513,95568
Entreprise_023,WENGERT CEDRIC,13 TEL & COLLABORATION,100494,79624,123912,66940,188473,183911,54693
Entreprise_023,WENGERT CEDRIC,13 TEL & COLLABORATION,82925,99639,45167,82388,73679,138931,104670
Entreprise_023,WENGERT CEDRIC,14 CONTACT CENTERS,63303,125016,27405,13034,76740,6769,175572
Entreprise_023,WENGERT CEDRIC,21 MOBILE,102556,197509,4403,44523,124849,121414,53237
Entreprise_023,WENGERT CEDRIC,21 MOBILE,134898,57506,15099,67756,6086,175117,196143
Entreprise_023,WENGERT CEDRIC,21 MOBILE,155158,62724,84682,149655,91117,16265,171527
Entreprise_023,WENGERT CEDRIC,21 MOBILE,6904,21869,150373,59175,57703,25555,47006
Entreprise_023,WENGERT CEDRIC,21 MOBILE,95798,69550,19814,17775,65628,118411,174120
Entreprise_023,WENGERT CEDRIC,81 AUTRES,150173,152703,151745,166965,159563,149343,3868
Entreprise_024,LEMOINE JAMIE,12 VOICE,43072,122649,40237,60677,5686,13679,78865
Entreprise_024,LEMOINE JAMIE,12 VOICE,30844,118970,18601,195087,115855,173882,26494
Entreprise_024,LEMOINE JAMIE,12 VOICE,61903,160009,138858,6102,6914,75123,79442
Entreprise_024,LEMOINE JAMIE,12 VOICE,24342,194901,88736,84068,96253,192109,104939
Entreprise_024,LEMOINE JAMIE,12 VOICE,128466,126831,194896,9266,75802,46849,99950
Entreprise_024,LEMOINE JAMIE,12 VOICE,96450,24570,65631,192467,128412,153652,46262
Entreprise_024,LEMOINE JAMIE,12 VOICE,37755,77792,141671,83424,146968,65533,16096
Entreprise_024,LEMOINE JAMIE,12 VOICE,84988,24529,141403,28870,124528,5152,39692
Entreprise_024,LEMOINE JAMIE,12 VOICE,104026,149331,9914,127660,192626,51822,18704
Entreprise_024,LEMOINE JAMIE,12 VOICE,198374,145728,6942,183350,144603,187813,146238
Entreprise_024,LEMOINE JAMIE,12 VOICE,67140,189055,22379,62613,16076,69979,6841
Entreprise_024,LEMOINE JAMIE,12 VOICE,166213,2587,138084,186136,85902,125341,159755
Entreprise_024,LEMOINE JAMIE,12 VOICE,48940,104764,186812,68305,14509,96688,14825
Entreprise_024,LEMOINE JAMIE,12 VOICE,145148,19364,44117,130134,57548,91448,82521
Entreprise_025,MARTY CASEY,12 VOICE,39704,37136,81794,52814,139452,14256,94702
Entreprise_025,MARTY CASEY,12 VOICE,33107,126016,64688,56144,88088,118292,189791
Entreprise_025,MARTY CASEY,21 MOBILE,82626,193063,53687,1775,140999,82559,146418
Entreprise_025,MARTY CASEY,21 MOBILE,83257,72605,45590,52161,152888,11254,158353
Entreprise_025,MARTY CASEY,21 MOBILE,40685,57610,173818,102753,98677,137885,198672
Entreprise_025,MARTY CASEY,21 MOBILE,2552,192752,140574,70129,13112,26618,23933
Entreprise_025,MARTY CASEY,12 VOICE,17515,19537,96449,16169,21424,19925,10515
Entreprise_025,MARTY CASEY,12 VOICE,89806,126326,74833,99378,114543,160469,101610
Entreprise_025,MARTY CASEY,12 VOICE,78576,11665,112497,196039,199960,28879,176978
Entreprise_025,MARTY CASEY,12 VOICE,113529,84828,95771,169396,42311,30106,165931
Entreprise_025,MARTY CASEY,12 VOICE,148494,23232,193139,155908,77458,129839,141797
Entreprise_025,MARTY CASEY,12 VOICE,58781,145033,1087,111406,75745,197811,142185
Entreprise_025,MARTY CASEY,12 VOICE,51048,117685,23096,85220,78800,121582,106478
Entreprise_025,MARTY CASEY,12 VOICE,125093,34772,105241,137421,36671,153320,58069
Entreprise_025,MARTY CASEY,12 VOICE,8995,118723,71237,28382,39512,42325,40542
Entreprise_025,MARTY CASEY,12 VOICE,45825,18443,20877,32259,45746,41075,35507
Entreprise_025,MARTY CASEY,12 VOICE,117146,145576,26235,192631,135313,195854,197916
Entreprise_025,MARTY CASEY,12 VOICE,125159,143364,170171,43778,84584,141015,198815
Entreprise_025,MARTY CASEY,12 VOICE,107716,77178,81800,45729,71821,148694,73504
Entreprise_025,MARTY CASEY,21 MOBILE,85462,47477,108755,87489,118309,65484,34837
Entreprise_025,MARTY CASEY,21 MOBILE,162925,50806,92181,106217,25830,198447,3042
Entreprise_025,MARTY CASEY,21 MOBILE,40478,11645,146411,96179,117197,181329,28492
Entreprise_025,MARTY CASEY,21 MOBILE,172093,152281,64432,120979,191115,136091,84066
Entreprise_025,MARTY CASEY,21 MOBILE,69294,116429,197501,25880,88054,187332,118652
Entreprise_025,MARTY CASEY,21 MOBILE,101486,190804,197395,12892,110825,102180,13426
Entreprise_025,MARTY CASEY,21 MOBILE,164275,2502,100584,185789,70892,65645,14709
Entreprise_025,MARTY CASEY,21 MOBILE,69623,150673,85016,169396,179163,168111,55047
Entreprise_025,MARTY CASEY,21 MOBILE,28176,23145,36767,102493,133584,133226,96277
Entreprise_025,MARTY CASEY,21 MOBILE,135090,64623,199102,172332,137088,167987,150313
Entreprise_025,MARTY CASEY,21 MOBILE,100067,191386,2199,54082,80794,107109,129737
Entreprise_025,MARTY CASEY,21 MOBILE,28938,15045,23372,125357,118284,172145,82727
Entreprise_025,MARTY CASEY,21 MOBILE,79559,5657,158773,139220,50381,171275,153954
Entreprise_025,MARTY CASEY,21 MOBILE,123488,93115,122894,38706,160345,168219,124827
Entreprise_025,MARTY CASEY,21 MOBILE,120259,70808,132503,11826,76721,192477,75805
Entreprise_025,MARTY CASEY,21 MOBILE,106721,142947,69968,120543,156740,28739,164785
Entreprise_025,MARTY CASEY,21 MOBILE,36059,72386,1227,26607,-150,69674,94031
Entreprise_025,MARTY CASEY,21 MOBILE,91211,56968,23790,146847,227,145159,100011
Entreprise_025,MARTY CASEY,21 MOBILE,187912,55094,176394,134347,150206,47688,19304
Entreprise_025,MARTY CASEY,21 MOBILE,-655,4508,165683,34948,59277,126430,112433
Entreprise_025,MARTY CASEY,21 MOBILE,144583,196961,77741,86564,137706,13916,132824
Entreprise_025,MARTY CASEY,21 MOBILE,16797,147577,44898,49017,54156,5085,186224
Entreprise_025,MARTY CASEY,21 MOBILE,110292,172634,193093,100641,101990,21640,18660
Entreprise_025,MARTY CASEY,21 MOBILE,46691,167049,26553,64941,65427,10809,22000
Entreprise_025,MARTY CASEY,21 MOBILE,196493,87184,20329,25482,97959,58666,53064
Entreprise_025,MARTY CASEY,81 AUTRES,183975,111826,163302,147133,83578,173181,7483
Entreprise_026,LEMOINE JAMIE,12 VOICE,15822,118840,167984,188825,95070,63872,109237
Entreprise_026,LEMOINE JAMIE,12 VOICE,58008,50921,18366,52195,77660,10221,157993
Entreprise_026,LEMOINE JAMIE,12 VOICE,54955,68290,93116,157972,113204,12966,4296
Entreprise_026,LEMOINE JAMIE,12 VOICE,76652,82058,174425,188128,42565,74576,175977
Entreprise_026,LEMOINE JAMIE,12 VOICE,198923,74537,69623,62852,179851,32342,153198
Entreprise_026,LEMOINE JAMIE,12 VOICE,160851,44443,75226,138369,129183,122467,169371
Entreprise_026,LEMOINE JAMIE,12 VOICE,57240,174241,109692,174548,4730,3431,138518
Entreprise_026,LEMOINE JAMIE,12 VOICE,151154,125101,23410,198680,106097,99236,30453
Entreprise_026,LEMOINE JAMIE,12 VOICE,-321,97914,121626,105442,124424,8042,174569
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,159290,34307,152108,170146,123229,23251,178061
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,151122,94364,52148,28500,88720,181570,19760
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,40491,149041,130085,77241,76645,57915,117855
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,85167,155149,42288,2481,119948,103538,110211
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,166439,8404,105884,198717,55609,44190,125970
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,174367,39624,20547,46891,52344,8504,46888
Entreprise_026,LEMOINE JAMIE,11 CONNECTIVITY,44348,151816,108180,32207,176319,179020,178346
Entreprise_026,LEMOINE JAMIE,12 VOICE,144321,55784,68565,3115,144169,66199,126161
Entreprise_026,LEMOINE JAMIE,12 VOICE,9085,68628,148446,25355,25254,39738,75076
Entreprise_026,LEMOINE JAMIE,12 VOICE,130081,86877,38324,24875,190260,115279,163217
Entreprise_026,LEMOINE JAMIE,12 VOICE,142006,135602,85688,47453,53896,52669,59249
Entreprise_026,LEMOINE JAMIE,12 VOICE,97828,33490,115050,39115,160849,107578,18010
Entreprise_026,LEMOINE JAMIE,12 VOICE,94984,168346,182241,8767,44634,118334,7780
Entreprise_026,LEMOINE JAMIE,12 VOICE,161495,53655,134954,164427,54906,167895,180958
Entreprise_026,LEMOINE JAMIE,12 VOICE,179423,130958,192190,169123,179511,12979,117759
Entreprise_026,LEMOINE JAMIE,12 VOICE,3873,104095,118039,152945,170207,41770,162901
Entreprise_026,LEMOINE JAMIE,12 VOICE,112224,24352,188516,186075,188774,93017,166383
Entreprise_026,LEMOINE JAMIE,12 VOICE,175007,77867,199904,151208,180193,192046,124005
Entreprise_026,LEMOINE JAMIE,12 VOICE,23675,197896,149309,156301,61453,138786,107436
Entreprise_026,LEMOINE JAMIE,12 VOICE,73244,32692,44236,157646,198892,172231,72947
Entreprise_026,LEMOINE JAMIE,12 VOICE,175975,103292,195705,62317,66199,35864,36299
Entreprise_026,LEMOINE JAMIE,12 VOICE,111383,194477,124151,114100,99537,53997,42474
Entreprise_026,LEMOINE JAMIE,12 VOICE,48698,34957,15220,193864,58567,139062,170223
Entreprise_026,LEMOINE JAMIE,12 VOICE,75439,182561,34662,93268,36390,105360,55066
Entreprise_026,LEMOINE JAMIE,12 VOICE,179778,21954,71067,82581,175070,191618,92501
Entreprise_026,LEMOINE JAMIE,12 VOICE,-839,49670,134189,134909,186080,196207,5344
Entreprise_026,LEMOINE JAMIE,12 VOICE,141700,14555,39939,87629,119326,199312,17849
Entreprise_026,LEMOINE JAMIE,12 VOICE,37727,56769,78385,95003,42947,174649,102765
Entreprise_026,LEMOINE JAMIE,12 VOICE,11613,190943,177420,164144,117323,97938,126001
Entreprise_026,LEMOINE JAMIE,12 VOICE,194009,89112,105701,159095,90943,81592,91111
Entreprise_026,LEMOINE JAMIE,12 VOICE,85301,3886,69564,34809,139021,68062,6328
Entreprise_026,LEMOINE JAMIE,12 VOICE,46676,163620,98979,30182,196796,58640,191882
Entreprise_026,LEMOINE JAMIE,12 VOICE,27235,108786,132023,130656,78748,61668,185651
Entreprise_026,LEMOINE JAMIE,12 VOICE,101767,167396,80395,10862,-778,19504,54130
Entreprise_026,LEMOINE JAMIE,12 VOICE,160828,182488,199413,187074,124022,47521,18136
Entreprise_026,LEMOINE JAMIE,12 VOICE,122845,115129,180360,62036,117911,105579,58957
Entreprise_026,LEMOINE JAMIE,12 VOICE,103994,24412,46819,16396,110434,91720,68585
Entreprise_026,LEMOINE JAMIE,12 VOICE,172759,26153,115654,44592,56097,96660,162088
Entreprise_026,LEMOINE JAMIE,12 VOICE,177544,55835,41980,63811,48355,11742,44359
Entreprise_026,LEMOINE JAMIE,21 MOBILE,127042,31845,144827,104471,55889,153446,184064
Entreprise_026,LEMOINE JAMIE,21 MOBILE,13251,20391,94038,136281,173157,127662,188851
Entreprise_026,LEMOINE JAMIE,21 MOBILE,103151,102491,157281,92566,154192,142468,35592
Entreprise_026,LEMOINE JAMIE,21 MOBILE,179193,66876,78052,22659,119292,145191,61941
Entreprise_026,LEMOINE JAMIE,21 MOBILE,130753,144988,166657,183231,38689,180523,175740
Entreprise_026,LEMOINE JAMIE,21 MOBILE,142634,192103,168711,195393,75740,197391,102666
Entreprise_026,LEMOINE JAMIE,21 MOBILE,44049,90703,198110,124689,90264,98728,153991
Entreprise_026,LEMOINE JAMIE,21 MOBILE,45739,103327,172615,10523,88818,199427,120776
Entreprise_026,LEMOINE JAMIE,21 MOBILE,38428,150562,48724,116401,64170,43949,16820
Entreprise_026,LEMOINE JAMIE,21 MOBILE,181403,71089,170017,39403,45301,9684,190810
Entreprise_026,LEMOINE JAMIE,21 MOBILE,185106,31800,130256,53719,194603,54948,52593
Entreprise_026,LEMOINE JAMIE,21 MOBILE,71902,21822,21646,98477,147686,141620,140809
Entreprise_026,LEMOINE JAMIE,21 MOBILE,163273,142221,168344,115757,160435,12105,63691
Entreprise_026,LEMOINE JAMIE,21 MOBILE,174327,97442,189253,92255,59012,113635,107151
Entreprise_026,LEMOINE JAMIE,21 MOBILE,11504,123490,63160,139909,96086,78459,168432
Entreprise_026,LEMOINE JAMIE,21 MOBILE,86304,191689,187664,180708,134595,98443,4801
Entreprise_026,LEMOINE JAMIE,21 MOBILE,120733,123970,90812,42158,103203,136491,158327
Entreprise_026,LEMOINE JAMIE,21 MOBILE,28813,111605,116585,165000,90202,188126,28131
Entreprise_026,LEMOINE JAMIE,21 MOBILE,155338,113887,185860,48501,120042,90470,186805
Entreprise_026,LEMOINE JAMIE,21 MOBILE,156633,140173,194517,168966,121384,186344,92690
Entreprise_026,LEMOINE JAMIE,21 MOBILE,73927,15393,62762,153829,195768,378,56070
Entreprise_026,LEMOINE JAMIE,41 CLOUD,29544,165376,67148,187936,144169,79309,49333
Entreprise_027,LEMOINE JAMIE,12 VOICE,19992,117301,39850,107709,194246,36222,63392
Entreprise_027,LEMOINE JAMIE,12 VOICE,116011,8178,6876,147215,87025,147214,57831
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,69852,166077,127771,100379,148200,38518,120095
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,83750,46106,3097,144689,92851,72526,-144
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,192629,116004,162900,45979,75429,134026,64809
Entreprise_027,LEMOINE JAMIE,12 VOICE,32395,10282,76408,86472,136331,105546,141747
Entreprise_027,LEMOINE JAMIE,12 VOICE,118022,23297,49296,127920,102002,199097,134635
Entreprise_027,LEMOINE JAMIE,12 VOICE,171663,199121,148147,41982,102654,240,40063
Entreprise_027,LEMOINE JAMIE,12 VOICE,63576,17301,5742,120299,19192,62426,103477
Entreprise_027,LEMOINE JAMIE,12 VOICE,82237,7894,160110,5234,32269,137993,166303
Entreprise_027,LEMOINE JAMIE,12 VOICE,54861,149692,91891,117915,172743,62551,21283
Entreprise_027,LEMOINE JAMIE,12 VOICE,88795,92798,36764,118344,14670,79063,46685
Entreprise_027,LEMOINE JAMIE,12 VOICE,78261,148912,188277,150649,41735,91882,176876
Entreprise_027,LEMOINE JAMIE,12 VOICE,50253,33357,157460,33310,62553,24116,74902
Entreprise_027,LEMOINE JAMIE,12 VOICE,33768,141302,118229,129901,39217,24656,51422
Entreprise_027,LEMOINE JAMIE,12 VOICE,100814,100938,14290,39699,122602,107619,54684
Entreprise_027,LEMOINE JAMIE,12 VOICE,14246,169602,81328,2934,26320,122846,164609
Entreprise_027,LEMOINE JAMIE,12 VOICE,185530,19384,96683,167015,129526,4479,155010
Entreprise_027,LEMOINE JAMIE,12 VOICE,66248,159899,133105,53823,36378,144207,178241
Entreprise_027,LEMOINE JAMIE,12 VOICE,84027,21415,198978,10018,24502,133428,54611
Entreprise_027,LEMOINE JAMIE,21 MOBILE,120918,189325,192416,88774,38838,79144,156730
Entreprise_027,LEMOINE JAMIE,21 MOBILE,158624,149175,46355,157320,50119,54171,135955
Entreprise_027,LEMOINE JAMIE,21 MOBILE,191301,183111,173072,192607,133344,172237,138682
Entreprise_027,LEMOINE JAMIE,21 MOBILE,180976,186939,56279,23618,112059,85953,35150
Entreprise_027,LEMOINE JAMIE,81 AUTRES,33130,137805,130533,139997,69257,110144,168582
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,198354,103063,197567,15541,187535,36521,155799
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,76219,189777,159402,-456,184480,70830,196014
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,5203,109111,25944,166325,186120,21965,8160
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,58697,98008,32762,38435,14663,159210,84268
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,175467,163187,170777,194713,138313,101086,87665
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,182695,1008,72090,156286,35654,196764,1080
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,189617,22947,172461,67772,9572,3143,173060
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,63390,115219,59592,66238,70458,-2,72748
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,194230,120505,100432,170243,150396,34091,190501
Entreprise_027,LEMOINE JAMIE,11 CONNECTIVITY,147809,42182,164142,157246,172182,193904,198991
Entreprise_027,LEMOINE JAMIE,12 VOICE,194145,11757,191266,132054,155526,86451,8494
Entreprise_027,LEMOINE JAMIE,12 VOICE,-434,148188,159260,120391,44120,100419,97467
Entreprise_027,LEMOINE JAMIE,12 VOICE,140950,119349,18645,141466,36556,191549,18362
Entreprise_027,LEMOINE JAMIE,12 VOICE,40421,37081,93884,138420,145952,158077,14917
Entreprise_027,LEMOINE JAMIE,12 VOICE,138900,125168,132153,96731,39489,185832,151927
Entreprise_027,LEMOINE JAMIE,12 VOICE,92293,78722,53540,37347,123209,163366,183478
Entreprise_027,LEMOINE JAMIE,12 VOICE,139989,47293,96124,109386,18906,66018,93920
Entreprise_027,LEMOINE JAMIE,12 VOICE,128026,99754,196547,14613,184524,177416,153475
Entreprise_027,LEMOINE JAMIE,12 VOICE,30239,50336,135532,33654,174986,162481,73552
Entreprise_027,LEMOINE JAMIE,12 VOICE,126567,122443,127958,124801,109907,98118,24347
Entreprise_027,LEMOINE JAMIE,12 VOICE,83735,111060,118961,190368,111787,93270,147551
Entreprise_027,LEMOINE JAMIE,12 VOICE,102386,130368,31833,24389,18331,32695,6927
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,186980,84467,173226,172772,170875,43245,83258
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,146509,124391,115985,129689,139215,165490,132212
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,97012,39163,89758,28859,158721,92551,199119
Entreprise_027,LEMOINE JAMIE,13 TEL & COLLABORATION,33012,5771,70901,138033,34900,20040,95048
Entreprise_027,LEMOINE JAMIE,21 MOBILE,115338,130032,107585,90631,26142,87069,43111
Entreprise_027,LEMOINE JAMIE,21 MOBILE,197282,19006,195089,19457,71013,130215,67938
Entreprise_027,LEMOINE JAMIE,21 MOBILE,164308,71791,25829,168557,32840,144070,144607
Entreprise_027,LEMOINE JAMIE,21 MOBILE,130444,186265,115339,68754,199893,172195,109964
Entreprise_027,LEMOINE JAMIE,21 MOBILE,113517,13154,22495,141713,191588,73804,58061
Entreprise_027,LEMOINE JAMIE,21 MOBILE,18080,93990,169132,62562,22963,138971,164232
Entreprise_027,LEMOINE JAMIE,21 MOBILE,43610,111198,57459,103710,7041,17886,163294
Entreprise_027,LEMOINE JAMIE,21 MOBILE,107594,47717,187193,130389,18794,91828,129948
Entreprise_027,LEMOINE JAMIE,21 MOBILE,22778,118525,173591,3413,56014,115262,2419
Entreprise_027,LEMOINE JAMIE,21 MOBILE,114534,170787,196858,42921,181169,166470,90386
Entreprise_027,LEMOINE JAMIE,21 MOBILE,124904,133685,36903,177877,129659,169096,191233
Entreprise_027,LEMOINE JAMIE,21 MOBILE,20738,132646,31390,146580,76351,78448,6104
Entreprise_027,LEMOINE JAMIE,21 MOBILE,145988,48812,60861,143028,127609,164563,197785
Entreprise_028,MARTY CASEY,12 VOICE,116102,64052,116206,89429,125621,189924,180997
Entreprise_028,MARTY CASEY,12 VOICE,71088,193681,154362,32955,103023,57819,104543
Entreprise_028,MARTY CASEY,12 VOICE,101946,77815,69771,138197,83258,185212,166889
Entreprise_028,MARTY CASEY,12 VOICE,106609,134142,136671,67758,188570,108949,53711
Entreprise_028,MARTY CASEY,12 VOICE,59242,40236,105486,193658,68650,178377,83766
Entreprise_028,MARTY CASEY,12 VOICE,114142,27883,197185,117160,73063,66514,28172
Entreprise_028,MARTY CASEY,12 VOICE,35124,182125,89161,121081,48622,177897,174005
Entreprise_028,MARTY CASEY,12 VOICE,29814,14711,113790,16488,46516,187826,34286
Entreprise_028,MARTY CASEY,12 VOICE,71551,79805,69185,49568,189389,129858,59875
Entreprise_028,MARTY CASEY,12 VOICE,94562,33197,137194,86745,59906,24120,79100
Entreprise_028,MARTY CASEY,12 VOICE,55393,45933,176961,142294,38974,139123,90679
Entreprise_028,MARTY CASEY,12 VOICE,148773,33814,37938,111322,38567,8440,13264
Entreprise_028,MARTY CASEY,12 VOICE,169038,60740,111127,197027,80030,155142,111274
Entreprise_028,MARTY CASEY,12 VOICE,96008,84203,69157,37270,142874,110669,20054
Entreprise_028,MARTY CASEY,12 VOICE,170812,37848,49137,6827,181809,48743,114423
Entreprise_028,MARTY CASEY,21 MOBILE,16945,164437,172826,34494,9020,192858,8109
Entreprise_028,MARTY CASEY,21 MOBILE,91608,161812,149203,69592,90328,102707,106857
Entreprise_028,MARTY CASEY,21 MOBILE,113701,178851,40225,145390,92335,944,31928
Entreprise_028,MARTY CASEY,21 MOBILE,61760,77083,27680,132993,79222,184281,97436
Entreprise_028,MARTY CASEY,21 MOBILE,161521,137565,140087,48049,10346,83205,50776
Entreprise_028,MARTY CASEY,21 MOBILE,73634,108782,188336,148078,128694,59187,185403
Entreprise_028,MARTY CASEY,21 MOBILE,60698,103256,1723,170526,28429,71446,53890
Entreprise_028,MARTY CASEY,21 MOBILE,59507,56898,124836,2597,120271,155591,15130
Entreprise_028,MARTY CASEY,21 MOBILE,168747,115660,105673,8917,70618,124268,68259
Entreprise_028,MARTY CASEY,11 CONNECTIVITY,146397,84648,186022,40324,89426,12178,57658
Entreprise_028,MARTY CASEY,11 CONNECTIVITY,19757,197234,189903,15994,166912,23722,192685
Entreprise_028,MARTY CASEY,11 CONNECTIVITY,144247,106726,189392,190820,174455,127924,123471
Entreprise_028,MARTY CASEY,11 CONNECTIVITY,9926,28884,73904,35921,179999,29260,150519
Entreprise_028,MARTY CASEY,12 VOICE,23623,148143,135552,79568,65690,-536,187229
Entreprise_028,MARTY CASEY,12 VOICE,20691,143948,24991,32982,105325,165182,165103
Entreprise_028,MARTY CASEY,12 VOICE,155322,137319,155570,47111,130109,175819,187471
Entreprise_028,MARTY CASEY,12 VOICE,107428,168269,132012,91647,152288,57801,141563
